itemLabel;population;latitude;longitude
Q99628273;;13.851666666;100.494722222
Q99628278;;13.820416666;100.504472222
Q99628276;;13.826111111;100.510555555
Q99628277;;13.833333333;100.499444444
Q99628491;;13.832777777;100.516111111
Q99628489;;13.832222222;100.507222222
Q99628495;;13.835833333;100.523333333
Q99628493;;13.834444444;100.5225
Q99628499;;13.861388888;100.481388888
Q99628497;;13.844416666;100.526722222
Q99628502;;13.872222222;100.479722222
Q99628500;;13.868333333;100.480277777
Q99630922;;13.863333333;100.475
Q99630921;;13.886944444;100.482222222
Q99630926;;13.865555555;100.466388888
Q99630927;;13.8625;100.453333333
Q99630924;;13.861111111;100.475
Q99630931;;13.851111111;100.456111111
Q99630929;;13.850416666;100.444444444
Q99630934;;13.847777777;100.466666666
Q99630932;;13.848888888;100.461388888
Q99630939;;13.838055555;100.478055555
Q99630936;;13.834444444;100.460277777
Q99630937;;13.840833333;100.469722222
Q99630943;;13.845277777;100.4875
Q99630941;;13.8425;100.475833333
Q99630946;;13.826111111;100.492777777
Q99630945;;13.824722222;100.481611111
Q99630948;;13.836388888;100.487777777
Q99630949;;13.828888888;100.495555555
Q99630952;;13.813333333;100.491944444
Q99641196;;19.088611111;100.785833333
Q99641321;;18.773333333;100.774444444
Q99641655;;18.774647;100.769116
Q99641727;;13.810833333;100.488055555
Q99641730;;13.805277777;100.504166666
Q99641728;;13.820277777;100.483055555
Q99641729;;13.829444444;100.470277777
Q99641734;;13.806388888;100.488611111
Q99641735;;13.805833333;100.4825
Q99641732;;13.815916666;100.503138888
Q99641733;;13.811944444;100.4975
Q99641738;;13.792222222;100.469166666
Q99641739;;13.801666666;100.471666666
Q99641736;;13.801944444;100.482777777
Q99641737;;13.795111111;100.477861111
Q99641740;;13.805833333;100.479722222
Q99641741;;13.808888888;100.474444444
Q99641746;;13.810361111;100.45825
Q99641747;;13.8155;100.452638888
Q99641744;;13.811444444;100.470388888
Q99641745;;13.813611111;100.469444444
Q99641750;;13.828611111;100.446111111
Q99641751;;13.8275;100.440555555
Q99641748;;13.822777777;100.450833333
Q99641749;;13.826666666;100.456111111
Q99641754;;13.815277777;100.441388888
Q99641752;;13.828333333;100.435833333
Q99641753;;13.827777777;100.430277777
Q99641758;;13.818333333;100.424166666
Q99641756;;13.805;100.443888888
Q99641762;;13.813333333;100.409444444
Q99641763;;13.815;100.406944444
Q99641760;;13.828333333;100.4225
Q99641761;;13.827777777;100.411388888
Q99641766;;13.810277777;100.396944444
Q99641767;;13.823083333;100.403
Q100375989;;13.911111111;100.016111111
Q100375994;;13.999937;100.065271
Q100375995;;13.987777777;100.071111111
Q100375992;;13.956388888;100.045277777
Q100375993;;13.958611111;100.063333333
Q100375998;;13.928055555;100.111666666
Q100375999;;13.930833333;100.133055555
Q100375996;;13.965555555;100.084166666
Q100375997;;13.963888888;100.11
Q100376002;;13.894444444;100.118333333
Q100376003;;13.909444444;100.102222222
Q100376000;;13.915277777;100.150833333
Q100376001;;13.915;100.143611111
Q100376006;;13.921666666;100.083333333
Q100376007;;13.928888888;100.070277777
Q100376004;;13.892222222;100.089722222
Q100376005;;13.906388888;100.076666666
Q100383215;;13.885277777;100.055277777
Q100383213;;13.900769;100.048589
Q100383218;;13.890555555;99.982222222
Q100383219;;13.875277777;100.021111111
Q100383216;;13.892222222;100.002777777
Q100383223;;13.833963;100.00289
Q100383221;;13.867777777;99.985
Q100383227;;13.838055555;100.031388888
Q100383225;;13.845;100.029722222
Q100383230;;13.825277777;100.047777777
Q100383229;;13.801231;100.010896
Q100383235;;13.821944444;100.074166666
Q100383233;;13.818333333;100.068055555
Q100383238;;13.811944444;100.113888888
Q100383237;;13.823888888;100.093888888
Q100383242;;13.848903;100.088071
Q100383240;;13.843055555;100.077777777
Q100383244;;13.829444444;100.1075
Q100402052;;13.689139;100.554854
Q100403332;;13.795555555;100.035555555
Q100403556;;14.581666666;100.188333333
Q100410082;;13.8425;100.143611111
Q100410087;;13.895555555;100.159166666
Q100410084;;13.865;100.153055555
Q100410085;;13.869722222;100.17
Q100410090;;13.894054;100.176299
Q100410095;;13.881944444;100.192777777
Q100410093;;13.8775;100.190555555
Q100410099;;13.893333333;100.201111111
Q100410102;;13.902032;100.251749
Q100410107;;13.861111111;100.265833333
Q100410104;;13.869444444;100.210833333
Q100410108;;13.828333333;100.225555555
Q100410114;;13.820277777;100.196944444
Q100410112;;13.82883;100.199864
Q100410118;;13.816388888;100.1875
Q100410117;;13.817222222;100.19
Q100410123;;13.820277777;100.144444444
Q100410120;;13.810833333;100.184722222
Q100410126;;13.794633888;100.12959
Q100410128;;13.793055555;100.130555555
Q100410129;;13.779166666;100.1275
Q100410134;;13.795833333;100.153333333
Q100410132;;13.790277777;100.145555555
Q100410139;;13.760665;100.157595
Q100410136;;13.789722222;100.155833333
Q100410142;;13.752777777;100.173888888
Q100410145;;13.786111111;100.163333333
Q100410150;;13.746111111;100.181388888
Q100410148;;13.790833333;100.158333333
Q100410154;;13.790833333;100.225833333
Q100410155;;8.914444444;99.182777777
Q100410152;;13.783333333;100.205
Q100410158;;13.7675;100.258333333
Q100410163;;13.804722222;100.248333333
Q100410160;;13.769722222;100.239166666
Q100410165;;13.722222222;100.205555555
Q100410171;;13.741666666;100.229722222
Q100410168;;13.715833333;100.221666666
Q100410173;;13.733888888;100.234166666
Q100410178;;13.703055555;100.256666666
Q100410176;;13.72;100.230277777
Q100410183;;13.688611111;100.26
Q100410187;;13.695618;100.285004
Q100410189;;13.728611111;100.308888888
Q100410193;;13.745277777;100.323333333
Q100410199;;13.695361111;100.213166666
Q100410197;;13.706111111;100.23
Q100410202;;13.714722222;100.206944444
Q100410208;;13.713055555;100.1625
Q100410209;;13.654722222;100.093611111
Q100410212;;13.683333333;100.090833333
Q100410964;;8.875555555;99.168333333
Q100411333;;9.020833333;99.224722222
Q100418339;;13.686388888;100.065833333
Q100418342;;13.745161944;100.086591944
Q100418340;;13.708333333;100.059166666
Q100418344;;13.798888888;100.080277777
Q100426423;;13.731388888;100.033055555
Q100426427;;13.775555555;100.030833333
Q100426430;;13.777777777;100.011111111
Q100426433;;13.749444444;99.973055555
Q100426439;;13.786944444;99.965555555
Q99641765;;13.802777777;100.408333333
Q99641768;;13.819361111;100.377722222
Q99641769;;13.803611111;100.375833333
Q99641789;;19.303611111;100.854444444
Q99641829;;18.571388888;100.752222222
Q99641869;;19.175555555;100.935555555
Q99642038;;19.178611111;100.918055555
Q99642746;;13.831944444;100.373055555
Q99642747;;13.838888888;100.399444444
Q99642744;;13.848055555;100.393888888
Q99642745;;13.837222222;100.391944444
Q99642750;;13.859166666;100.427777777
Q99642748;;13.840833333;100.417222222
Q99642749;;13.844722222;100.436666666
Q99642754;;13.853333333;100.419444444
Q99642755;;13.859444444;100.404722222
Q99642752;;13.853055555;100.43
Q99642753;;13.854166666;100.423055555
Q99642758;;13.849444444;100.398055555
Q99642759;;13.848888888;100.391944444
Q99642756;;13.850944444;100.40725
Q99642757;;13.850833333;100.402777777
Q99642762;;13.915277777;100.328055555
Q99642763;;13.918611111;100.301666666
Q99642760;;13.839444444;100.338611111
Q99642761;;13.867361111;100.351972222
Q99642766;;14.001638888;100.275277777
Q99642767;;14.018055555;100.297777777
Q99642764;;13.943333333;100.33
Q99642765;;13.938055555;100.278888888
Q99642770;;14.104444444;100.326666666
Q99642771;;14.098888888;100.340277777
Q99642768;;14.039166666;100.293611111
Q99642769;;14.106666666;100.303611111
Q99642774;;13.975555555;100.355555555
Q99642775;;13.921944444;100.381666666
Q99642772;;14.024722222;100.330833333
Q99642773;;13.956944444;100.348611111
Q99642779;;13.964722222;100.457777777
Q99642776;;13.919555555;100.348555555
Q99642777;;13.901388888;100.353611111
Q99642782;;13.985;100.414722222
Q99642783;;13.926944444;100.479166666
Q99642780;;13.935555555;100.498611111
Q99642781;;13.930277777;100.486944444
Q99642786;;13.900555555;100.454722222
Q99642787;;13.905833333;100.463888888
Q99642784;;13.923055555;100.468055555
Q99642785;;13.911944444;100.465277777
Q99642790;;13.905833333;100.483611111
Q99642791;;13.913055555;100.486111111
Q99642789;;13.8975;100.488333333
Q99642794;;13.940833333;100.511666666
Q99642795;;13.940277777;100.513888888
Q99642792;;13.920833333;100.504166666
Q99642793;;13.924166666;100.504166666
Q99642798;;13.930277777;100.55
Q99642799;;13.9525;100.540833333
Q99642796;;13.941666666;100.523611111
Q99642797;;13.911666666;100.541388888
Q99642800;;13.944361111;100.534194444
Q99642801;;13.9425;100.530555555
Q99642823;;13.983033;100.39839
Q99642826;;13.944861111;100.396722222
Q99642827;;13.915277777;100.424166666
Q99642824;;13.954444444;100.441944444
Q99642825;;13.974388888;100.374777777
Q99642830;;13.870833333;100.433055555
Q99642831;;13.864166666;100.426666666
Q99642828;;13.873888888;100.4475
Q99642832;;13.879722222;100.424722222
Q99642833;;13.905277777;100.379444444
Q99646347;;13.913;100.473694444
Q99653606;;10.230555555;99.091666666
Q99653649;;10.712777777;99.323055555
Q99654087;;10.4825;99.155
Q99654180;;9.444444444;99.992222222
Q99654243;;10.247777777;99.115833333
Q99654373;;10.866111111;99.437222222
Q99654391;;10.491944444;99.141666666
Q99654395;;10.458333333;99.214722222
Q99654439;;10.518361111;99.188666666
Q99654456;;10.52;99.189166666
Q99654466;;10.560555555;99.166388888
Q99654518;;9.071944444;99.1275
Q99654824;;10.504629;99.122586
Q99654987;;8.896388888;99.301111111
Q99655374;;10.504444444;99.110555555
Q99655565;;10.499166666;99.139722222
Q99655688;;10.548055555;99.18
Q99657067;;10.425277777;99.059444444
Q99657467;;10.122222222;98.929166666
Q99657614;;9.945555555;99.109166666
Q99658718;;13.939166666;100.500555555
Q99658723;;13.943611111;100.504166666
Q99658730;;13.981388888;100.435833333
Q99658731;;14.014166666;100.349722222
Q99658766;;14.113888888;100.351666666
Q99658767;;14.148333333;100.283333333
Q99658768;;14.053055555;100.255833333
Q28772810;;16.0856;102.3853
Q29509703;;15.351122;103.797447
Q29509785;;14.884458;103.492961
Q29863684;;17.320225;99.827885
Q29881742;;14.361088;100.549306
Q30013939;;14.854727;101.693011
Q30081231;;14.321988;100.40616
Q30083110;;18.716441;98.909603
Q30309657;;7.612422;100.031351
Q30312858;;7.620251;100.08024
Q30337295;;16.339636;104.807685
Q30445442;;13.806025;100.423292
Q30453249;;7.624195;100.142186
Q30590557;;13.74583333;100.50138889
Q30620370;;14.625637;98.678339
Q30672819;;13.676388888;100.255555555
Q31146945;;7.600721;100.060887
Q31169140;;7.627373;100.116831
Q31172705;;7.632786;100.150174
Q31173116;;7.622887;100.142594
Q31204474;;7.636944444;100.064444444
Q31204563;;7.620966;100.144283
Q31205269;;7.61729;100.150745
Q31208362;;7.78334;100.049564
Q31208685;;7.303491;100.256617
Q31208751;;7.838761;99.970689
Q31208975;;7.617416;100.145503
Q31350575;;18.291388888;99.506111111
Q31350580;;13.167777777;100.806944444
Q31351238;;18.87976;98.971978
Q31950594;;14.278045;100.676349
Q31980217;;8.233279;99.86207
Q32416332;;17.598333333;102.636666666
Q32830118;;14.331944444;100.398333333
Q32885197;;14.352397;100.962233
Q32910507;;14.203925;101.211771
Q32955065;;14.435386;100.749357
Q33066178;;14.035555555;100.642777777
Q33082311;;13.660555555;100.166388888
Q33092975;;14.399444444;100.900555555
Chinatown de Bangkok;;13.741666666;100.508333333
Q36449174;;13.917461;100.485129
Q36449570;;13.919166666;100.480555555
Q36805109;;14.631944444;100.558055555
Q13025878;;13.856948288;100.640059473
Q13026322;;13.752449;100.497163
Q13026757;;8.580555555;99.93
Q13434395;;12.761944;100.901667
Q13452399;;20.273022;100.077564
Q14201823;;9.771;100.056
Ramkhamhaeng Road;;13.756497;100.614656
Q14204506;;8.3775;98.721667
Q100426436;;13.762222222;99.965
Q100426443;;13.759444444;99.957777777
Q100426446;;13.759166666;99.948055555
Q100426450;;13.780555555;99.988888888
Q100426453;;13.796944444;99.991388888
Q100426457;;13.820277777;99.991111111
Q100426463;;13.831388888;99.963888888
Q100426465;;13.847222222;99.977777777
Q100426470;;13.862222222;99.958611111
Q100426473;;13.886833333;99.959083333
Q100426478;;13.845833333;99.922222222
Q100426480;;13.8825;99.930833333
Q100426495;;13.916388888;99.943333333
Q100428403;;13.936111111;99.964722222
Q100428406;;13.962861111;99.984472222
Q100428404;;13.956666666;99.974166666
Q100428411;;13.994722222;99.948055555
Q100428408;;13.968888888;99.988055555
Q100428414;;13.957222222;99.876666666
Q100428413;;13.943611111;99.923055555
Q100428419;;14.001605;99.848708
Q100428416;;13.973611111;99.882777777
Q100428417;;13.984444444;99.848333333
Q100428423;;14.026388888;99.885555555
Q100428421;;14.002777777;99.879166666
Q100428426;;14.02;99.853333333
Q100428425;;14.051388888;99.905833333
Q100428430;;14.03;99.853055555
Q100428434;;14.053055555;99.853333333
Q100428433;;14.073333333;99.925555555
Q100428438;;14.122222222;99.983888888
Q100428436;;14.086666666;99.943333333
Q100428443;;14.080555555;100.026666666
Q100428440;;14.085698;99.966006
Q100428441;;14.082777777;99.983333333
Q100428446;;14.093333333;100.018055555
Q100428449;;14.101361111;99.995833333
Q100428454;;14.131666666;100.0175
Q100428452;;14.114166666;100.011944444
Q100428459;;14.124444444;100.086111111
Q100428457;;14.1275;100.041111111
Q100428463;;14.178333333;100.211111111
Q100428461;;14.126111111;100.127777777
Q100428465;;14.153888888;100.245277777
Q100449090;;14.195833333;100.2425
Q100449088;;14.163611111;100.302777777
Q100449089;;14.173611111;100.265833333
Q100449094;;14.205;100.313333333
Q100449095;;14.193611111;100.322777777
Q100449092;;14.190277777;100.295555555
Q100449099;;14.195277777;100.370555555
Q100449097;;14.200833333;100.350277777
Q100449102;;14.171111111;100.406666666
Q100449103;;14.15;100.450555555
Q100449100;;14.214444444;100.409722222
Q100449107;;14.143055555;100.386111111
Q100449105;;14.153888888;100.394444444
Q100449109;;14.123888888;100.414722222
Q100534713;;13.671388888;100.540833333
Q100563351;;9.113333333;99.221666666
Q100563630;;8.983055555;99.205555555
Q100563836;;9.106111111;99.234444444
Q100564433;;9.099722222;99.228333333
Q100564829;;9.098611111;99.203888888
Q100565107;;9.125277777;99.258333333
Q100566042;;9.123055555;99.215555555
Q14205109;;9.6984;100.0394
Ban Rak Thai;;19.5861;97.9455
Q14212979;;18.83944;97.95139
Q14339757;;13.796667;100.626667
Q14754198;;20.27476;100.08404
Q14754199;;20.27317;100.08031
Q14754196;;20.28631;100.07527
Q14754202;;20.24383;100.10912
Q14754203;;20.35268;100.08179
Q14754204;;20.44181;99.87333
Q100594894;;13.998611111;100.482777777
Q100594895;;14.011111111;100.469166666
Q100594892;;13.992222222;100.506388888
Q100594899;;14.032222222;100.479722222
Q100594897;;14.020031;100.459344
Q100594903;;14.070833333;100.478888888
Q100594901;;14.036666666;100.491111111
Q100594907;;14.071388888;100.383611111
Q100594905;;14.04664;100.417955
Q100594910;;14.054444444;100.438888888
Q100594914;;14.065833333;100.530555555
Q100594912;;14.063888888;100.516111111
Q100594918;;14.068333333;100.523611111
Q100594917;;14.068055555;100.526944444
Q100594922;;14.078055555;100.521111111
Q100594926;;14.090833333;100.506944444
Q100594924;;14.079444444;100.521111111
Q100594930;;14.120277777;100.526111111
Q100594928;;14.103055555;100.460833333
Q100594934;;14.102222222;100.546111111
Q100594933;;14.105047;100.53749
Q100594937;;14.113333333;100.581388888
Q100594943;;14.091666666;100.542305555
Q100594940;;14.108611111;100.572777777
Q100594946;;14.087;100.533972222
Q100594947;;14.078666666;100.526111111
Q100594951;;14.074527;100.552749
Q100594949;;14.061666666;100.543333333
Q100594955;;14.041716;100.567982
Q100594953;;14.052222222;100.558333333
Q100594958;;14.05942;100.572441
Q100594962;;14.041944444;100.583055555
Q100594963;;14.032222222;100.546944444
Q100594960;;14.059722222;100.591111111
Q100594967;;14.034444444;100.543333333
Q100594964;;14.049877;100.550142
Q100594965;;14.048317;100.506322
Q100594970;;14.023888888;100.535277777
Q100594971;;14.016388888;100.535555555
Q100594969;;14.030277777;100.539166666
Q100594975;;14.020888888;100.538583333
Q100594973;;14.003055555;100.541388888
Q100594977;;14.026388888;100.585555555
Q100595748;;14.078611111;100.423055555
Q100595768;;13.6825;100.245555555
Q100629634;;13.755833333;100.610833333
Q100652751;;15.072931;100.148438
Q100670739;;14.302777777;100.946388888
Q100670746;;14.306111111;100.961666666
Q100670754;;14.329722222;100.972222222
Q100670847;;14.1275;100.586111111
Q100670855;;14.128055555;100.619166666
Q100670861;;14.091388888;100.640277777
Q100670870;;14.051477;100.650058
Q100670878;;14.052437;100.672305
Q100670883;;14.083888888;100.664722222
Q100670889;;14.171111111;100.676111111
Q100670895;;14.146666666;100.685
Q100670904;;14.114722222;100.6875
Q100670909;;14.046666666;100.688888888
Q100670916;;14.045546;100.676402
Q100670927;;14.148333333;100.710833333
Q100670924;;14.042777777;100.709166666
Q100670932;;14.190555555;100.732222222
Q100670941;;14.115277777;100.730277777
Q100670949;;14.095555555;100.721944444
Q100670956;;14.056388888;100.731111111
Q100670963;;14.19;100.754166666
Q100670968;;14.08;100.756666666
Q100670972;;14.074722222;100.7775
Q100670981;;14.096388888;100.779722222
Q100670989;;14.101944444;100.799444444
Q100670997;;14.135277777;100.756111111
Q100671003;;14.163888888;100.776666666
Q100671012;;14.1625;100.799166666
Q100671022;;14.208176;100.778605
Q100671033;;14.206388888;100.804166666
Q100671042;;14.232222222;100.802222222
Q100671054;;14.242222222;100.824166666
Q100671062;;14.197222222;100.824722222
Q100671073;;14.187962;100.835403
Q100671082;;14.166944444;100.847777777
Q100671090;;14.196111111;100.867888888
Q100671098;;14.265363;100.949133
Q100671107;;14.140823;100.911135
